이름,위도,경도,구,최근역,백명점장르,최신연도,타베로그점수,리뷰수,타베로그,구글지도
カレー食堂 リトルスパイス,35.705795,139.577418,武蔵野구,吉祥寺駅,카레,2026,3.73,1258,https://tabelog.com/tokyo/A1320/A132001/13009943/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%AC%E3%83%BC%E9%A3%9F%E5%A0%82%20%E3%83%AA%E3%83%88%E3%83%AB%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%20%E5%90%89%E7%A5%A5%E5%AF%BA%E9%A7%85
カレーの店 ガン爺,35.667227,139.751661,미나토구,虎ノ門ヒルズ駅,카레,2026,3.75,959,https://tabelog.com/tokyo/A1308/A130802/13226045/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%AC%E3%83%BC%E3%81%AE%E5%BA%97%20%E3%82%AC%E3%83%B3%E7%88%BA%20%E8%99%8E%E3%83%8E%E9%96%80%E3%83%92%E3%83%AB%E3%82%BA%E9%A7%85
カリー＆ワイン ビストロべっぴん舎 お茶の水店,35.69592,139.761253,지요다구,神保町駅,카레,2026,3.77,1256,https://tabelog.com/tokyo/A1310/A131002/13198751/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%AA%E3%83%BC%EF%BC%86%E3%83%AF%E3%82%A4%E3%83%B3%20%E3%83%93%E3%82%B9%E3%83%88%E3%83%AD%E3%81%B9%E3%81%A3%E3%81%B4%E3%82%93%E8%88%8E%20%E3%81%8A%E8%8C%B6%E3%81%AE%E6%B0%B4%E5%BA%97%20%E7%A5%9E%E4%BF%9D%E7%94%BA%E9%A7%85
札幌ドミニカ 銀座店,35.675506,139.767916,주오구,銀座一丁目駅,카레,2026,3.73,1971,https://tabelog.com/tokyo/A1302/A130202/13025381/,https://www.google.com/maps/search/?api=1&query=%E6%9C%AD%E5%B9%8C%E3%83%89%E3%83%9F%E3%83%8B%E3%82%AB%20%E9%8A%80%E5%BA%A7%E5%BA%97%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
ヨゴロウ,35.674259,139.710956,시부야구,北参道駅,카레,2026,3.79,1831,https://tabelog.com/tokyo/A1306/A130601/13076645/,https://www.google.com/maps/search/?api=1&query=%E3%83%A8%E3%82%B4%E3%83%AD%E3%82%A6%20%E5%8C%97%E5%8F%82%E9%81%93%E9%A7%85
Cuit Bonne,35.680282,139.779916,주오구,茅場町駅,카레,2026,3.75,1106,https://tabelog.com/tokyo/A1302/A130203/13003029/,https://www.google.com/maps/search/?api=1&query=Cuit%20Bonne%20%E8%8C%85%E5%A0%B4%E7%94%BA%E9%A7%85
カリーアップ,35.674612,139.707763,시부야구,北参道駅,카레,2026,3.75,1267,https://tabelog.com/tokyo/A1306/A130601/13103835/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%AA%E3%83%BC%E3%82%A2%E3%83%83%E3%83%97%20%E5%8C%97%E5%8F%82%E9%81%93%E9%A7%85
ガンジー,35.691912,139.703504,신주쿠구,新宿三丁目駅,카레,2026,3.72,4407,https://tabelog.com/tokyo/A1304/A130401/13000880/,https://www.google.com/maps/search/?api=1&query=%E3%82%AC%E3%83%B3%E3%82%B8%E3%83%BC%20%E6%96%B0%E5%AE%BF%E4%B8%89%E4%B8%81%E7%9B%AE%E9%A7%85
牛すじカレー 小さなカレー家,35.699009,139.69769,신주쿠구,大久保駅,카레,2026,3.75,1205,https://tabelog.com/tokyo/A1304/A130404/13048031/,https://www.google.com/maps/search/?api=1&query=%E7%89%9B%E3%81%99%E3%81%98%E3%82%AB%E3%83%AC%E3%83%BC%20%E5%B0%8F%E3%81%95%E3%81%AA%E3%82%AB%E3%83%AC%E3%83%BC%E5%AE%B6%20%E5%A4%A7%E4%B9%85%E4%BF%9D%E9%A7%85
SPICE CURRY アルクロード 飯田橋店,35.701494,139.745884,지요다구,飯田橋駅,카레,2026,3.71,632,https://tabelog.com/tokyo/A1309/A130905/13264466/,https://www.google.com/maps/search/?api=1&query=SPICE%20CURRY%20%E3%82%A2%E3%83%AB%E3%82%AF%E3%83%AD%E3%83%BC%E3%83%89%20%E9%A3%AF%E7%94%B0%E6%A9%8B%E5%BA%97%20%E9%A3%AF%E7%94%B0%E6%A9%8B%E9%A7%85
ハブモアカレー,35.653407,139.704768,시부야구,代官山駅,카레,2026,3.74,783,https://tabelog.com/tokyo/A1303/A130301/13254583/,https://www.google.com/maps/search/?api=1&query=%E3%83%8F%E3%83%96%E3%83%A2%E3%82%A2%E3%82%AB%E3%83%AC%E3%83%BC%20%E4%BB%A3%E5%AE%98%E5%B1%B1%E9%A7%85
インド風カリーライス すぱいす,35.703918,139.618117,스기나미구,荻窪駅,카레,2026,3.74,1121,https://tabelog.com/tokyo/A1319/A131906/13004379/,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%83%B3%E3%83%89%E9%A2%A8%E3%82%AB%E3%83%AA%E3%83%BC%E3%83%A9%E3%82%A4%E3%82%B9%20%E3%81%99%E3%81%B1%E3%81%84%E3%81%99%20%E8%8D%BB%E7%AA%AA%E9%A7%85
BLOCK HOUSE 水曜カレー,35.666172,139.704409,시부야구,明治神宮前駅,카레,2026,3.85,560,https://tabelog.com/tokyo/A1306/A130601/13183182/,https://www.google.com/maps/search/?api=1&query=BLOCK%20HOUSE%20%E6%B0%B4%E6%9B%9C%E3%82%AB%E3%83%AC%E3%83%BC%20%E6%98%8E%E6%B2%BB%E7%A5%9E%E5%AE%AE%E5%89%8D%E9%A7%85
スリマンガラムA/C 祖師ヶ谷大蔵店,35.643777,139.608466,세타가야구,祖師ケ谷大蔵駅,아시아·에스닉,2026,3.6,396,https://tabelog.com/tokyo/A1318/A131814/13271579/,https://www.google.com/maps/search/?api=1&query=%E3%82%B9%E3%83%AA%E3%83%9E%E3%83%B3%E3%82%AC%E3%83%A9%E3%83%A0A%2FC%20%E7%A5%96%E5%B8%AB%E3%83%B6%E8%B0%B7%E5%A4%A7%E8%94%B5%E5%BA%97%20%E7%A5%96%E5%B8%AB%E3%82%B1%E8%B0%B7%E5%A4%A7%E8%94%B5%E9%A7%85
エリックサウス 高円寺カレー＆ビリヤニセンター,35.705327,139.651584,스기나미구,高円寺駅,아시아·에스닉,2026,3.65,801,https://tabelog.com/tokyo/A1319/A131904/13245273/,https://www.google.com/maps/search/?api=1&query=%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF%E3%82%B5%E3%82%A6%E3%82%B9%20%E9%AB%98%E5%86%86%E5%AF%BA%E3%82%AB%E3%83%AC%E3%83%BC%EF%BC%86%E3%83%93%E3%83%AA%E3%83%A4%E3%83%8B%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E9%AB%98%E5%86%86%E5%AF%BA%E9%A7%85
ヨヨナム,35.671389,139.690447,시부야구,代々木八幡駅,아시아·에스닉,2026,3.7,600,https://tabelog.com/tokyo/A1318/A131810/13204833/,https://www.google.com/maps/search/?api=1&query=%E3%83%A8%E3%83%A8%E3%83%8A%E3%83%A0%20%E4%BB%A3%E3%80%85%E6%9C%A8%E5%85%AB%E5%B9%A1%E9%A7%85
獅天鶏飯,35.656986,139.704007,시부야구,渋谷駅,아시아·에스닉,2026,3.58,1137,https://tabelog.com/tokyo/A1303/A130301/13268755/,https://www.google.com/maps/search/?api=1&query=%E7%8D%85%E5%A4%A9%E9%B6%8F%E9%A3%AF%20%E6%B8%8B%E8%B0%B7%E9%A7%85
三燈舎,35.694793,139.762693,지요다구,小川町駅,아시아·에스닉,2026,3.66,1257,https://tabelog.com/tokyo/A1310/A131002/13234867/,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E7%87%88%E8%88%8E%20%E5%B0%8F%E5%B7%9D%E7%94%BA%E9%A7%85
スパイスバル コザブロ,35.724035,139.756324,분쿄구,本駒込駅,아시아·에스닉,2026,3.69,486,https://tabelog.com/tokyo/A1323/A132301/13207647/,https://www.google.com/maps/search/?api=1&query=%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%E3%83%90%E3%83%AB%20%E3%82%B3%E3%82%B6%E3%83%96%E3%83%AD%20%E6%9C%AC%E9%A7%92%E8%BE%BC%E9%A7%85
キャラヴァンサライ包,35.705858,139.682418,나카노구,東中野駅,아시아·에스닉,2026,3.59,472,https://tabelog.com/tokyo/A1319/A131901/13006879/,https://www.google.com/maps/search/?api=1&query=%E3%82%AD%E3%83%A3%E3%83%A9%E3%83%B4%E3%82%A1%E3%83%B3%E3%82%B5%E3%83%A9%E3%82%A4%E5%8C%85%20%E6%9D%B1%E4%B8%AD%E9%87%8E%E9%A7%85
マンゴツリー東京,35.680936,139.764,지요다구,二重橋前駅,아시아·에스닉,2026,3.66,1465,https://tabelog.com/tokyo/A1302/A130201/13004078/,https://www.google.com/maps/search/?api=1&query=%E3%83%9E%E3%83%B3%E3%82%B4%E3%83%84%E3%83%AA%E3%83%BC%E6%9D%B1%E4%BA%AC%20%E4%BA%8C%E9%87%8D%E6%A9%8B%E5%89%8D%E9%A7%85
すぱいし家 飯田橋店,35.699879,139.747316,지요다구,飯田橋駅,아시아·에스닉,2026,3.56,328,https://tabelog.com/tokyo/A1309/A130905/13295527/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%B1%E3%81%84%E3%81%97%E5%AE%B6%20%E9%A3%AF%E7%94%B0%E6%A9%8B%E5%BA%97%20%E9%A3%AF%E7%94%B0%E6%A9%8B%E9%A7%85
アーンドラ・ダバ,35.69075,139.770199,지요다구,神田駅,아시아·에스닉,2026,3.56,902,https://tabelog.com/tokyo/A1310/A131002/13199412/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%BC%E3%83%B3%E3%83%89%E3%83%A9%E3%83%BB%E3%83%80%E3%83%90%20%E7%A5%9E%E7%94%B0%E9%A7%85
初台スパイス食堂 和魂印才たんどーる,35.684693,139.685463,신주쿠구,初台駅,아시아·에스닉,2026,3.66,482,https://tabelog.com/tokyo/A1318/A131807/13195398/,https://www.google.com/maps/search/?api=1&query=%E5%88%9D%E5%8F%B0%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%E9%A3%9F%E5%A0%82%20%E5%92%8C%E9%AD%82%E5%8D%B0%E6%89%8D%E3%81%9F%E3%82%93%E3%81%A9%E3%83%BC%E3%82%8B%20%E5%88%9D%E5%8F%B0%E9%A7%85
ADI,35.641756,139.695617,메구로구,中目黒駅,아시아·에스닉,2026,3.71,192,https://tabelog.com/tokyo/A1317/A131701/13248455/,https://www.google.com/maps/search/?api=1&query=ADI%20%E4%B8%AD%E7%9B%AE%E9%BB%92%E9%A7%85
ナイルレストラン,35.670112,139.767196,주오구,東銀座駅,아시아·에스닉,2026,3.56,3494,https://tabelog.com/tokyo/A1301/A130101/13002329/,https://www.google.com/maps/search/?api=1&query=%E3%83%8A%E3%82%A4%E3%83%AB%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%20%E6%9D%B1%E9%8A%80%E5%BA%A7%E9%A7%85
ロス タコス アスーレス,35.638354,139.668126,세타가야구,三軒茶屋駅,아시아·에스닉,2026,3.77,908,https://tabelog.com/tokyo/A1317/A131706/13227066/,https://www.google.com/maps/search/?api=1&query=%E3%83%AD%E3%82%B9%20%E3%82%BF%E3%82%B3%E3%82%B9%20%E3%82%A2%E3%82%B9%E3%83%BC%E3%83%AC%E3%82%B9%20%E4%B8%89%E8%BB%92%E8%8C%B6%E5%B1%8B%E9%A7%85
アーンドラ・キッチン,35.705734,139.773931,다이토구,御徒町駅,아시아·에스닉,2026,3.66,1620,https://tabelog.com/tokyo/A1311/A131101/13096305/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%BC%E3%83%B3%E3%83%89%E3%83%A9%E3%83%BB%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%20%E5%BE%A1%E5%BE%92%E7%94%BA%E9%A7%85
タンドールバル カマル2号,35.695638,139.82651,고토구,亀戸駅,아시아·에스닉,2026,3.68,832,https://tabelog.com/tokyo/A1312/A131202/13231356/,https://www.google.com/maps/search/?api=1&query=%E3%82%BF%E3%83%B3%E3%83%89%E3%83%BC%E3%83%AB%E3%83%90%E3%83%AB%20%E3%82%AB%E3%83%9E%E3%83%AB2%E5%8F%B7%20%E4%BA%80%E6%88%B8%E9%A7%85
エリックサウス 八重洲店,35.679495,139.770852,주오구,京橋駅,아시아·에스닉,2026,3.66,3578,https://tabelog.com/tokyo/A1302/A130202/13130363/,https://www.google.com/maps/search/?api=1&query=%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF%E3%82%B5%E3%82%A6%E3%82%B9%20%E5%85%AB%E9%87%8D%E6%B4%B2%E5%BA%97%20%E4%BA%AC%E6%A9%8B%E9%A7%85
タイ料理 ミャオミャオ,35.67796,139.678553,시부야구,幡ケ谷駅,아시아·에스닉,2026,3.63,539,https://tabelog.com/tokyo/A1318/A131807/13267611/,https://www.google.com/maps/search/?api=1&query=%E3%82%BF%E3%82%A4%E6%96%99%E7%90%86%20%E3%83%9F%E3%83%A3%E3%82%AA%E3%83%9F%E3%83%A3%E3%82%AA%20%E5%B9%A1%E3%82%B1%E8%B0%B7%E9%A7%85
四次元食堂 南インドオステリア,35.710707,139.712395,신주쿠구,面影橋駅,아시아·에스닉,2026,3.59,158,https://tabelog.com/tokyo/A1305/A130504/13252062/,https://www.google.com/maps/search/?api=1&query=%E5%9B%9B%E6%AC%A1%E5%85%83%E9%A3%9F%E5%A0%82%20%E5%8D%97%E3%82%A4%E3%83%B3%E3%83%89%E3%82%AA%E3%82%B9%E3%83%86%E3%83%AA%E3%82%A2%20%E9%9D%A2%E5%BD%B1%E6%A9%8B%E9%A7%85
すぱいす暮らし,35.629468,139.68622,메구로구,学芸大学駅,아시아·에스닉,2026,3.61,241,https://tabelog.com/tokyo/A1317/A131702/13195314/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%B1%E3%81%84%E3%81%99%E6%9A%AE%E3%82%89%E3%81%97%20%E5%AD%A6%E8%8A%B8%E5%A4%A7%E5%AD%A6%E9%A7%85
FUKUMEN Tequila &amp; Modern Ethnic,35.715554,139.793616,다이토구,浅草（つくばＥＸＰ）駅,아시아·에스닉,2026,3.58,209,https://tabelog.com/tokyo/A1311/A131102/13248350/,https://www.google.com/maps/search/?api=1&query=FUKUMEN%20Tequila%20%26amp%3B%20Modern%20Ethnic%20%E6%B5%85%E8%8D%89%EF%BC%88%E3%81%A4%E3%81%8F%E3%81%B0%EF%BC%A5%EF%BC%B8%EF%BC%B0%EF%BC%89%E9%A7%85
KHAO,35.696582,139.756962,지요다구,神保町駅,아시아·에스닉,2026,3.92,185,https://tabelog.com/tokyo/A1310/A131003/13296304/,https://www.google.com/maps/search/?api=1&query=KHAO%20%E7%A5%9E%E4%BF%9D%E7%94%BA%E9%A7%85
カッチャル バッチャル,35.727318,139.729477,도시마구,新大塚駅,아시아·에스닉,2026,3.83,1733,https://tabelog.com/tokyo/A1323/A132302/13120294/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%83%E3%83%81%E3%83%A3%E3%83%AB%20%E3%83%90%E3%83%83%E3%83%81%E3%83%A3%E3%83%AB%20%E6%96%B0%E5%A4%A7%E5%A1%9A%E9%A7%85
グルガオン,35.674534,139.767354,주오구,銀座一丁目駅,아시아·에스닉,2026,3.69,3303,https://tabelog.com/tokyo/A1301/A130101/13002457/,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%AB%E3%82%AC%E3%82%AA%E3%83%B3%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
Indian Street Food &amp; Bar GOND,35.696096,139.763957,지요다구,新御茶ノ水駅,아시아·에스닉,2026,3.66,727,https://tabelog.com/tokyo/A1310/A131002/13284903/,https://www.google.com/maps/search/?api=1&query=Indian%20Street%20Food%20%26amp%3B%20Bar%20GOND%20%E6%96%B0%E5%BE%A1%E8%8C%B6%E3%83%8E%E6%B0%B4%E9%A7%85
アーンドラ・ダイニング 銀座,35.674533,139.76903,주오구,銀座一丁目駅,아시아·에스닉,2026,3.54,1792,https://tabelog.com/tokyo/A1301/A130101/13136701/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%BC%E3%83%B3%E3%83%89%E3%83%A9%E3%83%BB%E3%83%80%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%20%E9%8A%80%E5%BA%A7%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
シモン,35.657352,139.732907,미나토구,麻布十番駅,아시아·에스닉,2026,3.65,661,https://tabelog.com/tokyo/A1307/A130702/13001860/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%A2%E3%83%B3%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
韓灯,35.663348,139.784701,주오구,月島駅,아시아·에스닉,2026,3.6,457,https://tabelog.com/tokyo/A1313/A131302/13019721/,https://www.google.com/maps/search/?api=1&query=%E9%9F%93%E7%81%AF%20%E6%9C%88%E5%B3%B6%E9%A7%85
カリ～ アンド スパイスバル カリ～ビト,35.700825,139.748276,지요다구,飯田橋駅,아시아·에스닉,2026,3.68,1061,https://tabelog.com/tokyo/A1309/A130905/13186472/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%AA%EF%BD%9E%20%E3%82%A2%E3%83%B3%E3%83%89%20%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%E3%83%90%E3%83%AB%20%E3%82%AB%E3%83%AA%EF%BD%9E%E3%83%93%E3%83%88%20%E9%A3%AF%E7%94%B0%E6%A9%8B%E9%A7%85
アラビックレストラン＆カフェ アブイサーム,35.704204,139.732311,신주쿠구,神楽坂駅,아시아·에스닉,2026,3.56,281,https://tabelog.com/tokyo/A1309/A130905/13258025/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%A9%E3%83%93%E3%83%83%E3%82%AF%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%EF%BC%86%E3%82%AB%E3%83%95%E3%82%A7%20%E3%82%A2%E3%83%96%E3%82%A4%E3%82%B5%E3%83%BC%E3%83%A0%20%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
MOMO Stand Tokyo,35.649031,139.720523,시부야구,広尾駅,아시아·에스닉,2026,3.66,221,https://tabelog.com/tokyo/A1307/A130703/13288199/,https://www.google.com/maps/search/?api=1&query=MOMO%20Stand%20Tokyo%20%E5%BA%83%E5%B0%BE%E9%A7%85
シバカリーワラ,35.645992,139.669826,세타가야구,三軒茶屋駅,아시아·에스닉,2026,3.74,1551,https://tabelog.com/tokyo/A1317/A131706/13151738/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%90%E3%82%AB%E3%83%AA%E3%83%BC%E3%83%AF%E3%83%A9%20%E4%B8%89%E8%BB%92%E8%8C%B6%E5%B1%8B%E9%A7%85
マロロガ バワン,35.713036,139.668067,나카노구,新井薬師前駅,아시아·에스닉,2026,3.68,364,https://tabelog.com/tokyo/A1321/A132104/13242332/,https://www.google.com/maps/search/?api=1&query=%E3%83%9E%E3%83%AD%E3%83%AD%E3%82%AC%20%E3%83%90%E3%83%AF%E3%83%B3%20%E6%96%B0%E4%BA%95%E8%96%AC%E5%B8%AB%E5%89%8D%E9%A7%85
ロス タコス アスーレス 恵比寿,35.650414,139.707153,시부야구,代官山駅,아시아·에스닉,2026,3.65,177,https://tabelog.com/tokyo/A1303/A130302/13293197/,https://www.google.com/maps/search/?api=1&query=%E3%83%AD%E3%82%B9%20%E3%82%BF%E3%82%B3%E3%82%B9%20%E3%82%A2%E3%82%B9%E3%83%BC%E3%83%AC%E3%82%B9%20%E6%81%B5%E6%AF%94%E5%AF%BF%20%E4%BB%A3%E5%AE%98%E5%B1%B1%E9%A7%85
ペルー料理 bepocah,35.672536,139.710143,시부야구,明治神宮前駅,아시아·에스닉,2026,3.75,532,https://tabelog.com/tokyo/A1306/A130601/13153983/,https://www.google.com/maps/search/?api=1&query=%E3%83%9A%E3%83%AB%E3%83%BC%E6%96%99%E7%90%86%20bepocah%20%E6%98%8E%E6%B2%BB%E7%A5%9E%E5%AE%AE%E5%89%8D%E9%A7%85
HOPPERS,35.681214,139.778157,주오구,茅場町駅,아시아·에스닉,2026,3.74,985,https://tabelog.com/tokyo/A1302/A130203/13266235/,https://www.google.com/maps/search/?api=1&query=HOPPERS%20%E8%8C%85%E5%A0%B4%E7%94%BA%E9%A7%85
松記鶏飯,35.693902,139.766758,지요다구,小川町駅,아시아·에스닉,2026,3.66,1028,https://tabelog.com/tokyo/A1310/A131002/13160030/,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E8%A8%98%E9%B6%8F%E9%A3%AF%20%E5%B0%8F%E5%B7%9D%E7%94%BA%E9%A7%85
ペルー料理 DESTINO51,35.661683,139.714198,미나토구,表参道駅,아시아·에스닉,2026,3.59,556,https://tabelog.com/tokyo/A1306/A130602/13248957/,https://www.google.com/maps/search/?api=1&query=%E3%83%9A%E3%83%AB%E3%83%BC%E6%96%99%E7%90%86%20DESTINO51%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
ガラムマサラ,35.650776,139.63581,세타가야구,経堂駅,아시아·에스닉,2026,3.69,1077,https://tabelog.com/tokyo/A1318/A131813/13013124/,https://www.google.com/maps/search/?api=1&query=%E3%82%AC%E3%83%A9%E3%83%A0%E3%83%9E%E3%82%B5%E3%83%A9%20%E7%B5%8C%E5%A0%82%E9%A7%85
ARALE,35.654112,139.702081,시부야구,渋谷駅,아시아·에스닉,2026,3.61,141,https://tabelog.com/tokyo/A1303/A130301/13237344/,https://www.google.com/maps/search/?api=1&query=ARALE%20%E6%B8%8B%E8%B0%B7%E9%A7%85
韓国旬菜ハル,35.667621,139.717746,미나토구,外苑前駅,아시아·에스닉,2026,3.59,220,https://tabelog.com/tokyo/A1306/A130603/13171570/,https://www.google.com/maps/search/?api=1&query=%E9%9F%93%E5%9B%BD%E6%97%AC%E8%8F%9C%E3%83%8F%E3%83%AB%20%E5%A4%96%E8%8B%91%E5%89%8D%E9%A7%85
やっぱりインディア,35.730239,139.728039,도시마구,大塚駅,아시아·에스닉,2026,3.69,1449,https://tabelog.com/tokyo/A1323/A132302/13207605/,https://www.google.com/maps/search/?api=1&query=%E3%82%84%E3%81%A3%E3%81%B1%E3%82%8A%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3%E3%82%A2%20%E5%A4%A7%E5%A1%9A%E9%A7%85
ベトナムちゃん,35.701506,139.69639,신주쿠구,大久保駅,아시아·에스닉,2026,3.6,1424,https://tabelog.com/tokyo/A1304/A130404/13122530/,https://www.google.com/maps/search/?api=1&query=%E3%83%99%E3%83%88%E3%83%8A%E3%83%A0%E3%81%A1%E3%82%83%E3%82%93%20%E5%A4%A7%E4%B9%85%E4%BF%9D%E9%A7%85
アンジュナ,35.662224,139.412342,日野구,高幡不動駅,아시아·에스닉,2026,3.59,610,https://tabelog.com/tokyo/A1329/A132903/13006010/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%B3%E3%82%B8%E3%83%A5%E3%83%8A%20%E9%AB%98%E5%B9%A1%E4%B8%8D%E5%8B%95%E9%A7%85
スパイスバザール アチャカナ,35.693881,139.697019,신주쿠구,新宿西口駅,아시아·에스닉,2026,3.69,1072,https://tabelog.com/tokyo/A1304/A130401/13233798/,https://www.google.com/maps/search/?api=1&query=%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%E3%83%90%E3%82%B6%E3%83%BC%E3%83%AB%20%E3%82%A2%E3%83%81%E3%83%A3%E3%82%AB%E3%83%8A%20%E6%96%B0%E5%AE%BF%E8%A5%BF%E5%8F%A3%E9%A7%85
コチン ニヴァース,35.691749,139.685918,신주쿠구,西新宿五丁目駅,아시아·에스닉,2026,3.68,1100,https://tabelog.com/tokyo/A1304/A130401/13056242/,https://www.google.com/maps/search/?api=1&query=%E3%82%B3%E3%83%81%E3%83%B3%20%E3%83%8B%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%B9%20%E8%A5%BF%E6%96%B0%E5%AE%BF%E4%BA%94%E4%B8%81%E7%9B%AE%E9%A7%85
セレンディッブ,35.706371,139.791004,다이토구,蔵前駅,아시아·에스닉,2026,3.66,710,https://tabelog.com/tokyo/A1311/A131103/13252301/,https://www.google.com/maps/search/?api=1&query=%E3%82%BB%E3%83%AC%E3%83%B3%E3%83%87%E3%82%A3%E3%83%83%E3%83%96%20%E8%94%B5%E5%89%8D%E9%A7%85
okudo 東京,35.689892,139.710578,신주쿠구,新宿御苑前駅,아시아·에스닉,2026,3.61,648,https://tabelog.com/tokyo/A1304/A130402/13174128/,https://www.google.com/maps/search/?api=1&query=okudo%20%E6%9D%B1%E4%BA%AC%20%E6%96%B0%E5%AE%BF%E5%BE%A1%E8%8B%91%E5%89%8D%E9%A7%85
韓流 安歡,35.671103,139.761453,주오구,銀座駅,아시아·에스닉,2026,3.6,163,https://tabelog.com/tokyo/A1301/A130101/13020927/,https://www.google.com/maps/search/?api=1&query=%E9%9F%93%E6%B5%81%20%E5%AE%89%E6%AD%A1%20%E9%8A%80%E5%BA%A7%E9%A7%85
ビリヤニ大澤,35.692228,139.766064,지요다구,小川町駅,아시아·에스닉,2026,3.96,632,https://tabelog.com/tokyo/A1310/A131002/13262438/,https://www.google.com/maps/search/?api=1&query=%E3%83%93%E3%83%AA%E3%83%A4%E3%83%8B%E5%A4%A7%E6%BE%A4%20%E5%B0%8F%E5%B7%9D%E7%94%BA%E9%A7%85
ラヒ パンジャービー･キッチン,35.703171,139.601645,스기나미구,西荻窪駅,아시아·에스닉,2026,3.69,381,https://tabelog.com/tokyo/A1319/A131907/13051190/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%92%20%E3%83%91%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%93%E3%83%BC%EF%BD%A5%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%20%E8%A5%BF%E8%8D%BB%E7%AA%AA%E9%A7%85
NoruraDa,35.668068,139.73905,미나토구,六本木一丁目駅,아시아·에스닉,2026,3.69,264,https://tabelog.com/tokyo/A1307/A130701/13279173/,https://www.google.com/maps/search/?api=1&query=NoruraDa%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
スパイスカフェ,35.709771,139.820052,스미다구,押上駅,아시아·에스닉,2026,3.71,1380,https://tabelog.com/tokyo/A1312/A131203/13002935/,https://www.google.com/maps/search/?api=1&query=%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%E3%82%AB%E3%83%95%E3%82%A7%20%E6%8A%BC%E4%B8%8A%E9%A7%85
砂の岬,35.631133,139.6504,세타가야구,桜新町駅,아시아·에스닉,2026,3.66,665,https://tabelog.com/tokyo/A1317/A131707/13120204/,https://www.google.com/maps/search/?api=1&query=%E7%A0%82%E3%81%AE%E5%B2%AC%20%E6%A1%9C%E6%96%B0%E7%94%BA%E9%A7%85
アジャンタ,35.686149,139.736933,지요다구,麹町駅,아시아·에스닉,2026,3.67,2058,https://tabelog.com/tokyo/A1308/A130803/13000438/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%82%B8%E3%83%A3%E3%83%B3%E3%82%BF%20%E9%BA%B9%E7%94%BA%E9%A7%85
